date,weekday,dish_name,category,price_level,temperature_c,is_holiday,cooked_qty,sold_qty,wasted_qty
2025-04-11,Friday,Veg Pasta,Veg,Low,17.2,0,98,91,7
2025-04-11,Friday,Rice,Side,Low,17.2,0,163,148,15
2025-04-11,Friday,Chocolate Pudding,Dessert,Medium,17.2,0,95,87,8
2025-04-14,Monday,Chicken Curry,Main,Medium,16.9,0,142,133,9
2025-04-14,Monday,Beef Stew,Main,High,16.9,0,114,104,10
2025-04-14,Monday,Veg Pasta,Veg,Low,16.9,0,109,99,10
2025-04-14,Monday,Rice,Side,Low,16.9,0,178,168,10
2025-04-14,Monday,Chocolate Pudding,Dessert,Medium,16.9,0,76,72,4
2025-04-15,Tuesday,Chicken Curry,Main,Medium,11.7,0,148,136,12
2025-04-15,Tuesday,Beef Stew,Main,High,11.7,0,118,105,13
2025-04-15,Tuesday,Veg Pasta,Veg,Low,11.7,0,95,85,10
2025-04-15,Tuesday,Rice,Side,Low,11.7,0,158,146,12
2025-04-15,Tuesday,Chocolate Pudding,Dessert,Medium,11.7,0,64,61,3
2025-04-16,Wednesday,Chicken Curry,Main,Medium,11.3,0,131,119,12
2025-04-16,Wednesday,Beef Stew,Main,High,11.3,0,109,97,12
2025-04-16,Wednesday,Veg Pasta,Veg,Low,11.3,0,99,89,10
2025-04-16,Wednesday,Rice,Side,Low,11.3,0,151,141,10
2025-04-16,Wednesday,Chocolate Pudding,Dessert,Medium,11.3,0,74,68,6
2025-04-17,Thursday,Chicken Curry,Main,Medium,16.3,0,133,121,12
2025-04-17,Thursday,Beef Stew,Main,High,16.3,0,103,91,12
2025-04-17,Thursday,Veg Pasta,Veg,Low,16.3,0,111,97,14
2025-04-17,Thursday,Rice,Side,Low,16.3,0,157,139,18
2025-04-17,Thursday,Chocolate Pudding,Dessert,Medium,16.3,0,82,73,9
2025-04-18,Friday,Chicken Curry,Main,Medium,21.4,0,146,132,14
2025-04-18,Friday,Beef Stew,Main,High,21.4,0,117,111,6
2025-04-18,Friday,Veg Pasta,Veg,Low,21.4,0,111,100,11
2025-04-18,Friday,Rice,Side,Low,21.4,0,187,177,10
2025-04-18,Friday,Chocolate Pudding,Dessert,Medium,21.4,0,80,74,6
2025-04-21,Monday,Chicken Curry,Main,Medium,26.5,0,141,127,14
2025-04-21,Monday,Beef Stew,Main,High,26.5,0,113,106,7
2025-04-21,Monday,Veg Pasta,Veg,Low,26.5,0,105,100,5
2025-04-21,Monday,Rice,Side,Low,26.5,0,168,147,21
2025-04-21,Monday,Chocolate Pudding,Dessert,Medium,26.5,0,89,79,10
2025-04-22,Tuesday,Chicken Curry,Main,Medium,6.8,0,147,133,14
2025-04-22,Tuesday,Beef Stew,Main,High,6.8,0,104,96,8
2025-04-22,Tuesday,Veg Pasta,Veg,Low,6.8,0,112,100,12
2025-04-22,Tuesday,Rice,Side,Low,6.8,0,146,135,11
2025-04-22,Tuesday,Chocolate Pudding,Dessert,Medium,6.8,0,73,68,5
2025-04-23,Wednesday,Chicken Curry,Main,Medium,2.0,0,117,112,5
2025-04-23,Wednesday,Beef Stew,Main,High,2.0,0,107,99,8
2025-04-23,Wednesday,Veg Pasta,Veg,Low,2.0,0,101,91,10
2025-04-23,Wednesday,Rice,Side,Low,2.0,0,171,150,21
2025-04-23,Wednesday,Chocolate Pudding,Dessert,Medium,2.0,0,74,68,6
2025-04-24,Thursday,Chicken Curry,Main,Medium,0.8,1,96,90,6
2025-04-24,Thursday,Beef Stew,Main,High,0.8,1,82,74,8
2025-04-24,Thursday,Veg Pasta,Veg,Low,0.8,1,74,68,6
2025-04-24,Thursday,Rice,Side,Low,0.8,1,103,97,6
2025-04-24,Thursday,Chocolate Pudding,Dessert,Medium,0.8,1,52,49,3
2025-04-25,Friday,Chicken Curry,Main,Medium,5.6,0,173,151,22
2025-04-25,Friday,Beef Stew,Main,High,5.6,0,143,128,15
2025-04-25,Friday,Veg Pasta,Veg,Low,5.6,0,104,98,6
2025-04-25,Friday,Rice,Side,Low,5.6,0,164,153,11
2025-04-25,Friday,Chocolate Pudding,Dessert,Medium,5.6,0,92,84,8
2025-04-28,Monday,Chicken Curry,Main,Medium,27.5,0,162,143,19
2025-04-28,Monday,Beef Stew,Main,High,27.5,0,112,99,13
2025-04-28,Monday,Veg Pasta,Veg,Low,27.5,0,104,91,13
2025-04-28,Monday,Rice,Side,Low,27.5,0,166,149,17
2025-04-28,Monday,Chocolate Pudding,Dessert,Medium,27.5,0,82,75,7
2025-04-29,Tuesday,Chicken Curry,Main,Medium,10.2,0,120,112,8
2025-04-29,Tuesday,Beef Stew,Main,High,10.2,0,104,99,5
2025-04-29,Tuesday,Veg Pasta,Veg,Low,10.2,0,109,102,7
2025-04-29,Tuesday,Rice,Side,Low,10.2,0,152,134,18
2025-04-29,Tuesday,Chocolate Pudding,Dessert,Medium,10.2,0,78,71,7
2025-04-30,Wednesday,Chicken Curry,Main,Medium,30.0,0,111,103,8
2025-04-30,Wednesday,Beef Stew,Main,High,30.0,0,102,95,7
2025-04-30,Wednesday,Veg Pasta,Veg,Low,30.0,0,105,93,12
2025-04-30,Wednesday,Rice,Side,Low,30.0,0,149,132,17
2025-04-30,Wednesday,Chocolate Pudding,Dessert,Medium,30.0,0,77,68,9
2025-05-01,Thursday,Chicken Curry,Main,Medium,20.2,0,138,124,14
2025-05-01,Thursday,Beef Stew,Main,High,20.2,0,118,111,7
2025-05-01,Thursday,Veg Pasta,Veg,Low,20.2,0,106,94,12
2025-05-01,Thursday,Rice,Side,Low,20.2,0,149,138,11
2025-05-01,Thursday,Chocolate Pudding,Dessert,Medium,20.2,0,78,70,8
2025-05-02,Friday,Chicken Curry,Main,Medium,15.7,0,146,133,13
2025-05-02,Friday,Beef Stew,Main,High,15.7,0,129,116,13
2025-05-02,Friday,Veg Pasta,Veg,Low,15.7,0,110,103,7
2025-05-02,Friday,Rice,Side,Low,15.7,0,190,169,21
2025-05-02,Friday,Chocolate Pudding,Dessert,Medium,15.7,0,99,94,5
2025-05-05,Monday,Chicken Curry,Main,Medium,14.5,1,112,104,8
2025-05-05,Monday,Beef Stew,Main,High,14.5,1,84,80,4
2025-05-05,Monday,Veg Pasta,Veg,Low,14.5,1,80,70,10
2025-05-05,Monday,Rice,Side,Low,14.5,1,111,103,8
2025-05-05,Monday,Chocolate Pudding,Dessert,Medium,14.5,1,60,54,6
2025-05-06,Tuesday,Chicken Curry,Main,Medium,13.3,0,125,113,12
2025-05-06,Tuesday,Beef Stew,Main,High,13.3,0,106,95,11
2025-05-06,Tuesday,Veg Pasta,Veg,Low,13.3,0,96,92,4
2025-05-06,Tuesday,Rice,Side,Low,13.3,0,175,157,18
2025-05-06,Tuesday,Chocolate Pudding,Dessert,Medium,13.3,0,75,69,6
2025-05-07,Wednesday,Chicken Curry,Main,Medium,-2.5,0,110,98,12
2025-05-07,Wednesday,Beef Stew,Main,High,-2.5,0,96,91,5
2025-05-07,Wednesday,Veg Pasta,Veg,Low,-2.5,0,105,94,11
2025-05-07,Wednesday,Rice,Side,Low,-2.5,0,143,125,18
2025-05-07,Wednesday,Chocolate Pudding,Dessert,Medium,-2.5,0,78,74,4
2025-05-08,Thursday,Chicken Curry,Main,Medium,18.5,0,132,119,13
2025-05-08,Thursday,Beef Stew,Main,High,18.5,0,99,87,12
2025-05-08,Thursday,Veg Pasta,Veg,Low,18.5,0,92,85,7
2025-05-08,Thursday,Rice,Side,Low,18.5,0,146,137,9
2025-05-08,Thursday,Chocolate Pudding,Dessert,Medium,18.5,0,74,71,3
2025-05-09,Friday,Chicken Curry,Main,Medium,-0.5,0,176,161,15
2025-05-09,Friday,Beef Stew,Main,High,-0.5,0,139,124,15
2025-05-09,Friday,Veg Pasta,Veg,Low,-0.5,0,127,112,15
2025-05-09,Friday,Rice,Side,Low,-0.5,0,188,177,11
2025-05-09,Friday,Chocolate Pudding,Dessert,Medium,-0.5,0,97,93,4
2025-05-12,Monday,Chicken Curry,Main,Medium,14.0,0,152,139,13
2025-05-12,Monday,Beef Stew,Main,High,14.0,0,111,104,7
2025-05-12,Monday,Veg Pasta,Veg,Low,14.0,0,124,113,11
2025-05-12,Monday,Rice,Side,Low,14.0,0,166,155,11
2025-05-12,Monday,Chocolate Pudding,Dessert,Medium,14.0,0,81,72,9
2025-05-13,Tuesday,Chicken Curry,Main,Medium,7.5,0,106,101,5
2025-05-13,Tuesday,Beef Stew,Main,High,7.5,0,106,96,10
2025-05-13,Tuesday,Veg Pasta,Veg,Low,7.5,0,77,72,5
2025-05-13,Tuesday,Rice,Side,Low,7.5,0,166,148,18
2025-05-13,Tuesday,Chocolate Pudding,Dessert,Medium,7.5,0,75,72,3
2025-05-14,Wednesday,Chicken Curry,Main,Medium,2.3,0,136,119,17
2025-05-14,Wednesday,Beef Stew,Main,High,2.3,0,110,99,11
2025-05-14,Wednesday,Veg Pasta,Veg,Low,2.3,0,90,81,9
2025-05-14,Wednesday,Rice,Side,Low,2.3,0,148,137,11
2025-05-14,Wednesday,Chocolate Pudding,Dessert,Medium,2.3,0,76,69,7
2025-05-15,Thursday,Chicken Curry,Main,Medium,9.5,0,119,113,6
2025-05-15,Thursday,Beef Stew,Main,High,9.5,0,100,91,9
2025-05-15,Thursday,Veg Pasta,Veg,Low,9.5,0,97,87,10
2025-05-15,Thursday,Rice,Side,Low,9.5,0,141,133,8
2025-05-15,Thursday,Chocolate Pudding,Dessert,Medium,9.5,0,77,73,4
2025-05-16,Friday,Chicken Curry,Main,Medium,26.0,0,160,140,20
2025-05-16,Friday,Beef Stew,Main,High,26.0,0,122,109,13
2025-05-16,Friday,Veg Pasta,Veg,Low,26.0,0,105,93,12
2025-05-16,Friday,Rice,Side,Low,26.0,0,176,163,13
2025-05-16,Friday,Chocolate Pudding,Dessert,Medium,26.0,0,90,80,10
2025-05-19,Monday,Chicken Curry,Main,Medium,25.2,0,141,127,14
2025-05-19,Monday,Beef Stew,Main,High,25.2,0,125,119,6
2025-05-19,Monday,Veg Pasta,Veg,Low,25.2,0,100,95,5
2025-05-19,Monday,Rice,Side,Low,25.2,0,156,138,18
2025-05-19,Monday,Chocolate Pudding,Dessert,Medium,25.2,0,75,70,5
2025-05-20,Tuesday,Chicken Curry,Main,Medium,17.2,0,125,114,11
2025-05-20,Tuesday,Beef Stew,Main,High,17.2,0,121,113,8
2025-05-20,Tuesday,Veg Pasta,Veg,Low,17.2,0,106,93,13
2025-05-20,Tuesday,Rice,Side,Low,17.2,0,149,140,9
2025-05-20,Tuesday,Chocolate Pudding,Dessert,Medium,17.2,0,78,70,8
2025-05-21,Wednesday,Chicken Curry,Main,Medium,9.4,0,110,98,12
2025-05-21,Wednesday,Beef Stew,Main,High,9.4,0,98,91,7
2025-05-21,Wednesday,Veg Pasta,Veg,Low,9.4,0,104,96,8
2025-05-21,Wednesday,Rice,Side,Low,9.4,0,147,135,12
2025-05-21,Wednesday,Chocolate Pudding,Dessert,Medium,9.4,0,80,72,8
2025-05-22,Thursday,Chicken Curry,Main,Medium,22.8,0,129,119,10
2025-05-22,Thursday,Beef Stew,Main,High,22.8,0,119,105,14
2025-05-22,Thursday,Veg Pasta,Veg,Low,22.8,0,83,78,5
2025-05-22,Thursday,Rice,Side,Low,22.8,0,175,156,19
2025-05-22,Thursday,Chocolate Pudding,Dessert,Medium,22.8,0,81,77,4
2025-05-23,Friday,Chicken Curry,Main,Medium,16.9,0,150,140,10
2025-05-23,Friday,Beef Stew,Main,High,16.9,0,122,114,8
2025-05-23,Friday,Veg Pasta,Veg,Low,16.9,0,128,113,15
2025-05-23,Friday,Rice,Side,Low,16.9,0,184,170,14
2025-05-23,Friday,Chocolate Pudding,Dessert,Medium,16.9,0,68,62,6
2025-05-26,Monday,Chicken Curry,Main,Medium,8.4,1,90,84,6
2025-05-26,Monday,Beef Stew,Main,High,8.4,1,77,69,8
2025-05-26,Monday,Veg Pasta,Veg,Low,8.4,1,79,75,4
2025-05-26,Monday,Rice,Side,Low,8.4,1,114,107,7
2025-05-26,Monday,Chocolate Pudding,Dessert,Medium,8.4,1,58,55,3
2025-05-27,Tuesday,Chicken Curry,Main,Medium,12.8,0,121,107,14
2025-05-27,Tuesday,Beef Stew,Main,High,12.8,0,96,87,9
2025-05-27,Tuesday,Veg Pasta,Veg,Low,12.8,0,96,86,10
2025-05-27,Tuesday,Rice,Side,Low,12.8,0,143,136,7
2025-05-27,Tuesday,Chocolate Pudding,Dessert,Medium,12.8,0,76,68,8
2025-05-28,Wednesday,Chicken Curry,Main,Medium,8.8,0,149,132,17
2025-05-28,Wednesday,Beef Stew,Main,High,8.8,0,109,102,7
2025-05-28,Wednesday,Veg Pasta,Veg,Low,8.8,0,92,87,5
2025-05-28,Wednesday,Rice,Side,Low,8.8,0,145,132,13
2025-05-28,Wednesday,Chocolate Pudding,Dessert,Medium,8.8,0,75,66,9
2025-05-29,Thursday,Chicken Curry,Main,Medium,19.3,0,130,119,11
2025-05-29,Thursday,Beef Stew,Main,High,19.3,0,117,107,10
2025-05-29,Thursday,Veg Pasta,Veg,Low,19.3,0,101,92,9
2025-05-29,Thursday,Rice,Side,Low,19.3,0,173,163,10
2025-05-29,Thursday,Chocolate Pudding,Dessert,Medium,19.3,0,72,69,3
2025-05-30,Friday,Chicken Curry,Main,Medium,23.1,0,140,126,14
2025-05-30,Friday,Beef Stew,Main,High,23.1,0,123,109,14
2025-05-30,Friday,Veg Pasta,Veg,Low,23.1,0,127,119,8
2025-05-30,Friday,Rice,Side,Low,23.1,0,196,172,24
2025-05-30,Friday,Chocolate Pudding,Dessert,Medium,23.1,0,92,83,9
2025-06-02,Monday,Chicken Curry,Main,Medium,30.0,0,137,124,13
2025-06-02,Monday,Beef Stew,Main,High,30.0,0,121,113,8
2025-06-02,Monday,Veg Pasta,Veg,Low,30.0,0,113,102,11
2025-06-02,Monday,Rice,Side,Low,30.0,0,175,165,10
2025-06-02,Monday,Chocolate Pudding,Dessert,Medium,30.0,0,73,66,7
2025-06-03,Tuesday,Chicken Curry,Main,Medium,11.4,0,138,123,15
2025-06-03,Tuesday,Beef Stew,Main,High,11.4,0,127,112,15
2025-06-03,Tuesday,Veg Pasta,Veg,Low,11.4,0,101,93,8
2025-06-03,Tuesday,Rice,Side,Low,11.4,0,173,153,20
2025-06-03,Tuesday,Chocolate Pudding,Dessert,Medium,11.4,0,70,63,7
2025-06-04,Wednesday,Chicken Curry,Main,Medium,9.0,0,133,126,7
2025-06-04,Wednesday,Beef Stew,Main,High,9.0,0,100,93,7
2025-06-04,Wednesday,Veg Pasta,Veg,Low,9.0,0,92,85,7
2025-06-04,Wednesday,Rice,Side,Low,9.0,0,162,149,13
2025-06-04,Wednesday,Chocolate Pudding,Dessert,Medium,9.0,0,66,61,5
2025-06-05,Thursday,Chicken Curry,Main,Medium,5.6,0,113,107,6
2025-06-05,Thursday,Beef Stew,Main,High,5.6,0,125,113,12
2025-06-05,Thursday,Veg Pasta,Veg,Low,5.6,0,106,97,9
2025-06-05,Thursday,Rice,Side,Low,5.6,0,165,150,15
2025-06-05,Thursday,Chocolate Pudding,Dessert,Medium,5.6,0,74,68,6
2025-06-06,Friday,Chicken Curry,Main,Medium,-1.9,0,137,125,12
2025-06-06,Friday,Beef Stew,Main,High,-1.9,0,151,134,17
2025-06-06,Friday,Veg Pasta,Veg,Low,-1.9,0,126,113,13
2025-06-06,Friday,Rice,Side,Low,-1.9,0,192,179,13
2025-06-06,Friday,Chocolate Pudding,Dessert,Medium,-1.9,0,98,86,12
2025-06-09,Monday,Chicken Curry,Main,Medium,4.5,0,145,135,10
2025-06-09,Monday,Beef Stew,Main,High,4.5,0,119,106,13
2025-06-09,Monday,Veg Pasta,Veg,Low,4.5,0,103,94,9
2025-06-09,Monday,Rice,Side,Low,4.5,0,194,173,21
2025-06-09,Monday,Chocolate Pudding,Dessert,Medium,4.5,0,75,70,5
2025-06-10,Tuesday,Chicken Curry,Main,Medium,2.2,0,137,123,14
2025-06-10,Tuesday,Beef Stew,Main,High,2.2,0,117,105,12
2025-06-10,Tuesday,Veg Pasta,Veg,Low,2.2,0,89,84,5
2025-06-10,Tuesday,Rice,Side,Low,2.2,0,146,128,18
2025-06-10,Tuesday,Chocolate Pudding,Dessert,Medium,2.2,0,83,76,7
2025-06-11,Wednesday,Chicken Curry,Main,Medium,14.2,0,140,126,14
2025-06-11,Wednesday,Beef Stew,Main,High,14.2,0,107,95,12
2025-06-11,Wednesday,Veg Pasta,Veg,Low,14.2,0,101,89,12
2025-06-11,Wednesday,Rice,Side,Low,14.2,0,138,125,13
2025-06-11,Wednesday,Chocolate Pudding,Dessert,Medium,14.2,0,67,62,5
2025-06-12,Thursday,Chicken Curry,Main,Medium,-0.4,0,128,119,9
2025-06-12,Thursday,Beef Stew,Main,High,-0.4,0,113,102,11
2025-06-12,Thursday,Veg Pasta,Veg,Low,-0.4,0,109,103,6
2025-06-12,Thursday,Rice,Side,Low,-0.4,0,151,137,14
2025-06-12,Thursday,Chocolate Pudding,Dessert,Medium,-0.4,0,91,86,5
2025-06-13,Friday,Chicken Curry,Main,Medium,18.3,0,150,142,8
2025-06-13,Friday,Beef Stew,Main,High,18.3,0,127,115,12
2025-06-13,Friday,Veg Pasta,Veg,Low,18.3,0,112,102,10
2025-06-13,Friday,Rice,Side,Low,18.3,0,169,153,16
2025-06-13,Friday,Chocolate Pudding,Dessert,Medium,18.3,0,78,71,7
2025-06-16,Monday,Chicken Curry,Main,Medium,4.0,0,174,156,18
2025-06-16,Monday,Beef Stew,Main,High,4.0,0,129,120,9
2025-06-16,Monday,Veg Pasta,Veg,Low,4.0,0,123,117,6
2025-06-16,Monday,Rice,Side,Low,4.0,0,165,154,11
2025-06-16,Monday,Chocolate Pudding,Dessert,Medium,4.0,0,80,74,6
2025-06-17,Tuesday,Chicken Curry,Main,Medium,12.3,0,126,112,14
2025-06-17,Tuesday,Beef Stew,Main,High,12.3,0,114,101,13
2025-06-17,Tuesday,Veg Pasta,Veg,Low,12.3,0,86,78,8
2025-06-17,Tuesday,Rice,Side,Low,12.3,0,126,117,9
2025-06-17,Tuesday,Chocolate Pudding,Dessert,Medium,12.3,0,80,72,8
2025-06-18,Wednesday,Chicken Curry,Main,Medium,28.7,0,117,111,6
2025-06-18,Wednesday,Beef Stew,Main,High,28.7,0,100,94,6
2025-06-18,Wednesday,Veg Pasta,Veg,Low,28.7,0,90,81,9
2025-06-18,Wednesday,Rice,Side,Low,28.7,0,135,128,7
2025-06-18,Wednesday,Chocolate Pudding,Dessert,Medium,28.7,0,61,56,5
2025-06-19,Thursday,Chicken Curry,Main,Medium,4.6,0,155,138,17
2025-06-19,Thursday,Beef Stew,Main,High,4.6,0,109,95,14
2025-06-19,Thursday,Veg Pasta,Veg,Low,4.6,0,105,92,13
2025-06-19,Thursday,Rice,Side,Low,4.6,0,177,161,16
2025-06-19,Thursday,Chocolate Pudding,Dessert,Medium,4.6,0,82,74,8
2025-06-20,Friday,Chicken Curry,Main,Medium,13.9,0,151,134,17
2025-06-20,Friday,Beef Stew,Main,High,13.9,0,127,121,6
2025-06-20,Friday,Veg Pasta,Veg,Low,13.9,0,119,111,8
2025-06-20,Friday,Rice,Side,Low,13.9,0,158,150,8
2025-06-20,Friday,Chocolate Pudding,Dessert,Medium,13.9,0,81,71,10
2025-06-23,Monday,Chicken Curry,Main,Medium,-5.0,0,157,144,13
2025-06-23,Monday,Beef Stew,Main,High,-5.0,0,135,119,16
2025-06-23,Monday,Veg Pasta,Veg,Low,-5.0,0,136,124,12
2025-06-23,Monday,Rice,Side,Low,-5.0,0,176,162,14
2025-06-23,Monday,Chocolate Pudding,Dessert,Medium,-5.0,0,91,80,11
2025-06-24,Tuesday,Chicken Curry,Main,Medium,14.7,0,132,123,9
2025-06-24,Tuesday,Beef Stew,Main,High,14.7,0,104,98,6
2025-06-24,Tuesday,Veg Pasta,Veg,Low,14.7,0,94,84,10
2025-06-24,Tuesday,Rice,Side,Low,14.7,0,155,140,15
2025-06-24,Tuesday,Chocolate Pudding,Dessert,Medium,14.7,0,78,69,9
2025-06-25,Wednesday,Chicken Curry,Main,Medium,11.7,0,136,121,15
2025-06-25,Wednesday,Beef Stew,Main,High,11.7,0,103,95,8
2025-06-25,Wednesday,Veg Pasta,Veg,Low,11.7,0,80,76,4
2025-06-25,Wednesday,Rice,Side,Low,11.7,0,132,126,6
2025-06-25,Wednesday,Chocolate Pudding,Dessert,Medium,11.7,0,69,65,4
2025-06-26,Thursday,Chicken Curry,Main,Medium,12.6,1,95,87,8
2025-06-26,Thursday,Beef Stew,Main,High,12.6,1,76,70,6
2025-06-26,Thursday,Veg Pasta,Veg,Low,12.6,1,56,53,3
2025-06-26,Thursday,Rice,Side,Low,12.6,1,97,88,9
2025-06-26,Thursday,Chocolate Pudding,Dessert,Medium,12.6,1,56,51,5
2025-06-27,Friday,Chicken Curry,Main,Medium,9.9,0,177,154,23
2025-06-27,Friday,Beef Stew,Main,High,9.9,0,133,116,17
2025-06-27,Friday,Veg Pasta,Veg,Low,9.9,0,107,100,7
2025-06-27,Friday,Rice,Side,Low,9.9,0,171,153,18
2025-06-27,Friday,Chocolate Pudding,Dessert,Medium,9.9,0,82,78,4
2025-06-30,Monday,Chicken Curry,Main,Medium,13.6,0,146,132,14
2025-06-30,Monday,Beef Stew,Main,High,13.6,0,130,118,12
2025-06-30,Monday,Veg Pasta,Veg,Low,13.6,0,95,87,8
2025-06-30,Monday,Rice,Side,Low,13.6,0,148,137,11
2025-06-30,Monday,Chocolate Pudding,Dessert,Medium,13.6,0,81,75,6
2025-07-01,Tuesday,Chicken Curry,Main,Medium,17.4,0,133,127,6
2025-07-01,Tuesday,Beef Stew,Main,High,17.4,0,99,95,4
2025-07-01,Tuesday,Veg Pasta,Veg,Low,17.4,0,76,71,5
2025-07-01,Tuesday,Rice,Side,Low,17.4,0,146,133,13
2025-07-01,Tuesday,Chocolate Pudding,Dessert,Medium,17.4,0,77,72,5
2025-07-02,Wednesday,Chicken Curry,Main,Medium,11.8,0,131,119,12
2025-07-02,Wednesday,Beef Stew,Main,High,11.8,0,110,104,6
2025-07-02,Wednesday,Veg Pasta,Veg,Low,11.8,0,92,84,8
2025-07-02,Wednesday,Rice,Side,Low,11.8,0,143,128,15
2025-07-02,Wednesday,Chocolate Pudding,Dessert,Medium,11.8,0,66,61,5
2025-07-03,Thursday,Chicken Curry,Main,Medium,-1.7,0,123,109,14
2025-07-03,Thursday,Beef Stew,Main,High,-1.7,0,110,99,11
2025-07-03,Thursday,Veg Pasta,Veg,Low,-1.7,0,111,102,9
2025-07-03,Thursday,Rice,Side,Low,-1.7,0,162,154,8
2025-07-03,Thursday,Chocolate Pudding,Dessert,Medium,-1.7,0,79,70,9
2025-07-04,Friday,Chicken Curry,Main,Medium,30.0,0,141,124,17
2025-07-04,Friday,Beef Stew,Main,High,30.0,0,126,120,6
2025-07-04,Friday,Veg Pasta,Veg,Low,30.0,0,121,110,11
2025-07-04,Friday,Rice,Side,Low,30.0,0,173,158,15
2025-07-04,Friday,Chocolate Pudding,Dessert,Medium,30.0,0,80,72,8
2025-07-07,Monday,Chicken Curry,Main,Medium,8.3,0,139,133,6
2025-07-07,Monday,Beef Stew,Main,High,8.3,0,106,98,8
2025-07-07,Monday,Veg Pasta,Veg,Low,8.3,0,102,91,11
2025-07-07,Monday,Rice,Side,Low,8.3,0,150,141,9
2025-07-07,Monday,Chocolate Pudding,Dessert,Medium,8.3,0,84,80,4
2025-07-08,Tuesday,Chicken Curry,Main,Medium,23.9,0,132,126,6
2025-07-08,Tuesday,Beef Stew,Main,High,23.9,0,119,107,12
2025-07-08,Tuesday,Veg Pasta,Veg,Low,23.9,0,91,84,7
2025-07-08,Tuesday,Rice,Side,Low,23.9,0,151,136,15
2025-07-08,Tuesday,Chocolate Pudding,Dessert,Medium,23.9,0,76,68,8
2025-07-09,Wednesday,Chicken Curry,Main,Medium,16.6,0,152,133,19
2025-07-09,Wednesday,Beef Stew,Main,High,16.6,0,103,90,13
2025-07-09,Wednesday,Veg Pasta,Veg,Low,16.6,0,101,91,10
2025-07-09,Wednesday,Rice,Side,Low,16.6,0,168,149,19
2025-07-09,Wednesday,Chocolate Pudding,Dessert,Medium,16.6,0,76,69,7
2025-07-10,Thursday,Chicken Curry,Main,Medium,8.4,0,119,111,8
2025-07-10,Thursday,Beef Stew,Main,High,8.4,0,99,91,8
2025-07-10,Thursday,Veg Pasta,Veg,Low,8.4,0,83,75,8
2025-07-10,Thursday,Rice,Side,Low,8.4,0,156,137,19
2025-07-10,Thursday,Chocolate Pudding,Dessert,Medium,8.4,0,75,68,7
2025-07-11,Friday,Chicken Curry,Main,Medium,20.6,0,148,131,17
2025-07-11,Friday,Beef Stew,Main,High,20.6,0,127,113,14
2025-07-11,Friday,Veg Pasta,Veg,Low,20.6,0,115,105,10
2025-07-11,Friday,Rice,Side,Low,20.6,0,188,167,21
2025-07-11,Friday,Chocolate Pudding,Dessert,Medium,20.6,0,94,85,9
2025-07-14,Monday,Chicken Curry,Main,Medium,13.8,1,93,82,11
2025-07-14,Monday,Beef Stew,Main,High,13.8,1,89,79,10
2025-07-14,Monday,Veg Pasta,Veg,Low,13.8,1,69,65,4
2025-07-14,Monday,Rice,Side,Low,13.8,1,132,118,14
2025-07-14,Monday,Chocolate Pudding,Dessert,Medium,13.8,1,58,53,5
2025-07-15,Tuesday,Chicken Curry,Main,Medium,14.4,0,159,144,15
2025-07-15,Tuesday,Beef Stew,Main,High,14.4,0,118,106,12
2025-07-15,Tuesday,Veg Pasta,Veg,Low,14.4,0,103,92,11
2025-07-15,Tuesday,Rice,Side,Low,14.4,0,145,138,7
2025-07-15,Tuesday,Chocolate Pudding,Dessert,Medium,14.4,0,67,63,4
2025-07-16,Wednesday,Chicken Curry,Main,Medium,9.9,0,113,106,7
2025-07-16,Wednesday,Beef Stew,Main,High,9.9,0,118,107,11
2025-07-16,Wednesday,Veg Pasta,Veg,Low,9.9,0,94,88,6
2025-07-16,Wednesday,Rice,Side,Low,9.9,0,160,145,15
2025-07-16,Wednesday,Chocolate Pudding,Dessert,Medium,9.9,0,66,63,3
2025-07-17,Thursday,Chicken Curry,Main,Medium,4.2,1,99,92,7
2025-07-17,Thursday,Beef Stew,Main,High,4.2,1,73,68,5
2025-07-17,Thursday,Veg Pasta,Veg,Low,4.2,1,71,63,8
2025-07-17,Thursday,Rice,Side,Low,4.2,1,133,117,16
2025-07-17,Thursday,Chocolate Pudding,Dessert,Medium,4.2,1,54,49,5
2025-07-18,Friday,Chicken Curry,Main,Medium,-2.2,0,130,124,6
2025-07-18,Friday,Beef Stew,Main,High,-2.2,0,119,106,13
2025-07-18,Friday,Veg Pasta,Veg,Low,-2.2,0,126,119,7
2025-07-18,Friday,Rice,Side,Low,-2.2,0,179,161,18
2025-07-18,Friday,Chocolate Pudding,Dessert,Medium,-2.2,0,106,101,5
2025-07-21,Monday,Chicken Curry,Main,Medium,27.4,0,161,145,16
2025-07-21,Monday,Beef Stew,Main,High,27.4,0,121,113,8
2025-07-21,Monday,Veg Pasta,Veg,Low,27.4,0,110,98,12
2025-07-21,Monday,Rice,Side,Low,27.4,0,143,136,7
2025-07-21,Monday,Chocolate Pudding,Dessert,Medium,27.4,0,79,73,6
2025-07-22,Tuesday,Chicken Curry,Main,Medium,19.0,0,142,129,13
2025-07-22,Tuesday,Beef Stew,Main,High,19.0,0,97,90,7
2025-07-22,Tuesday,Veg Pasta,Veg,Low,19.0,0,96,88,8
2025-07-22,Tuesday,Rice,Side,Low,19.0,0,154,139,15
2025-07-22,Tuesday,Chocolate Pudding,Dessert,Medium,19.0,0,77,69,8
2025-07-23,Wednesday,Chicken Curry,Main,Medium,1.8,0,154,137,17
